Time,hall_up,hall_down,car_calls,people_in,people_out,total_stops,maint_events,hour,minute,day_of_week,day_name,is_weekend,total_demand
2025/11/1 0:00,0,5,4,9,7,9,0,0,0,5,Saturday,TRUE,9
2025/11/1 0:05,0,5,5,9,6,14,0,0,5,5,Saturday,TRUE,10
2025/11/1 0:10,1,0,1,1,1,1,0,0,10,5,Saturday,TRUE,2
2025/11/1 0:15,1,2,3,2,2,5,0,0,15,5,Saturday,TRUE,6
2025/11/1 0:20,0,2,1,2,1,3,0,0,20,5,Saturday,TRUE,3
2025/11/1 0:25,2,1,3,5,6,7,0,0,25,5,Saturday,TRUE,6
2025/11/1 0:30,0,4,3,6,6,10,0,0,30,5,Saturday,TRUE,7
2025/11/1 0:35,0,0,0,0,0,0,0,0,35,5,Saturday,TRUE,0
2025/11/1 0:40,0,1,1,1,1,3,0,0,40,5,Saturday,TRUE,2
2025/11/1 0:45,1,0,1,1,0,1,0,0,45,5,Saturday,TRUE,2
2025/11/1 0:50,0,0,0,0,2,0,0,0,50,5,Saturday,TRUE,0
2025/11/1 0:55,0,0,0,0,0,0,0,0,55,5,Saturday,TRUE,0
2025/11/1 1:00,0,0,0,0,0,0,0,1,0,5,Saturday,TRUE,0
2025/11/1 1:05,3,0,3,4,0,0,0,1,5,5,Saturday,TRUE,6
2025/11/1 1:10,0,1,1,3,5,5,0,1,10,5,Saturday,TRUE,2
2025/11/1 1:15,0,1,1,2,2,2,0,1,15,5,Saturday,TRUE,2
2025/11/1 1:20,0,2,2,2,1,3,0,1,20,5,Saturday,TRUE,4
2025/11/1 1:25,1,0,1,1,3,2,0,1,25,5,Saturday,TRUE,2
2025/11/1 1:30,0,1,1,1,1,2,0,1,30,5,Saturday,TRUE,2
2025/11/1 1:35,0,0,0,0,0,0,0,1,35,5,Saturday,TRUE,0
2025/11/1 1:40,0,0,0,0,0,0,0,1,40,5,Saturday,TRUE,0
2025/11/1 1:45,0,0,0,0,0,0,0,1,45,5,Saturday,TRUE,0
2025/11/1 1:50,3,0,3,2,1,3,0,1,50,5,Saturday,TRUE,6
2025/11/1 1:55,0,1,1,2,0,1,0,1,55,5,Saturday,TRUE,2
2025/11/1 2:00,0,1,1,0,2,2,0,2,0,5,Saturday,TRUE,2
2025/11/1 2:05,0,1,1,3,4,3,0,2,5,5,Saturday,TRUE,2
2025/11/1 2:10,0,1,1,1,1,2,0,2,10,5,Saturday,TRUE,2
2025/11/1 2:15,0,0,0,0,0,0,0,2,15,5,Saturday,TRUE,0
2025/11/1 2:20,0,0,0,0,0,0,0,2,20,5,Saturday,TRUE,0
2025/11/1 2:25,0,0,0,0,0,0,0,2,25,5,Saturday,TRUE,0
2025/11/1 2:30,0,1,1,1,0,2,0,2,30,5,Saturday,TRUE,2
2025/11/1 2:35,0,0,0,0,1,1,0,2,35,5,Saturday,TRUE,0
2025/11/1 2:40,0,1,1,2,2,3,0,2,40,5,Saturday,TRUE,2
2025/11/1 2:45,0,0,0,0,0,0,0,2,45,5,Saturday,TRUE,0
2025/11/1 2:50,1,0,1,1,1,1,0,2,50,5,Saturday,TRUE,2
2025/11/1 2:55,0,0,0,0,0,0,0,2,55,5,Saturday,TRUE,0
2025/11/1 3:00,0,0,0,0,0,0,0,3,0,5,Saturday,TRUE,0
2025/11/1 3:05,0,0,0,0,0,0,0,3,5,5,Saturday,TRUE,0
2025/11/1 3:10,0,0,0,0,0,0,0,3,10,5,Saturday,TRUE,0
2025/11/1 3:15,0,0,0,0,0,0,0,3,15,5,Saturday,TRUE,0
2025/11/1 3:20,0,0,0,0,0,0,0,3,20,5,Saturday,TRUE,0
2025/11/1 3:25,0,2,2,5,4,4,0,3,25,5,Saturday,TRUE,4
2025/11/1 3:30,0,0,0,0,0,0,0,3,30,5,Saturday,TRUE,0
2025/11/1 3:35,0,0,0,0,0,0,0,3,35,5,Saturday,TRUE,0
2025/11/1 3:40,0,0,0,0,0,0,0,3,40,5,Saturday,TRUE,0
2025/11/1 3:45,0,0,0,0,0,0,0,3,45,5,Saturday,TRUE,0
2025/11/1 3:50,0,0,0,0,0,0,0,3,50,5,Saturday,TRUE,0
2025/11/1 3:55,0,0,0,0,0,0,0,3,55,5,Saturday,TRUE,0
2025/11/1 4:00,0,0,0,0,0,0,0,4,0,5,Saturday,TRUE,0
2025/11/1 4:05,0,0,0,0,0,0,0,4,5,5,Saturday,TRUE,0
2025/11/1 4:10,0,0,0,0,0,0,0,4,10,5,Saturday,TRUE,0
2025/11/1 4:15,0,0,0,0,0,0,0,4,15,5,Saturday,TRUE,0
2025/11/1 4:20,0,0,0,0,0,0,0,4,20,5,Saturday,TRUE,0
2025/11/1 4:25,0,0,0,0,0,0,0,4,25,5,Saturday,TRUE,0
2025/11/1 4:30,0,0,0,0,0,0,0,4,30,5,Saturday,TRUE,0
2025/11/1 4:35,0,0,0,0,0,0,0,4,35,5,Saturday,TRUE,0
2025/11/1 4:40,0,0,0,0,0,0,0,4,40,5,Saturday,TRUE,0
2025/11/1 4:45,0,0,0,0,0,0,0,4,45,5,Saturday,TRUE,0
2025/11/1 4:50,0,0,0,0,0,0,0,4,50,5,Saturday,TRUE,0
2025/11/1 4:55,0,0,0,0,0,0,0,4,55,5,Saturday,TRUE,0
2025/11/1 5:00,0,0,0,0,0,0,0,5,0,5,Saturday,TRUE,0
2025/11/1 5:05,0,0,0,0,0,0,0,5,5,5,Saturday,TRUE,0
2025/11/1 5:10,0,0,0,0,0,0,0,5,10,5,Saturday,TRUE,0
2025/11/1 5:15,6,0,7,6,9,7,0,5,15,5,Saturday,TRUE,13
2025/11/1 5:20,3,0,2,3,2,8,0,5,20,5,Saturday,TRUE,5
2025/11/1 5:25,0,0,0,0,0,0,0,5,25,5,Saturday,TRUE,0
2025/11/1 5:30,0,0,0,0,0,0,0,5,30,5,Saturday,TRUE,0
2025/11/1 5:35,0,0,0,0,0,0,0,5,35,5,Saturday,TRUE,0
2025/11/1 5:40,0,0,0,0,0,0,0,5,40,5,Saturday,TRUE,0
2025/11/1 5:45,0,0,0,0,0,0,0,5,45,5,Saturday,TRUE,0
2025/11/1 5:50,0,0,0,0,0,0,0,5,50,5,Saturday,TRUE,0
2025/11/1 5:55,0,0,0,0,0,0,0,5,55,5,Saturday,TRUE,0
2025/11/1 6:00,0,1,1,1,2,2,0,6,0,5,Saturday,TRUE,2
2025/11/1 6:05,0,0,0,0,0,0,0,6,5,5,Saturday,TRUE,0
2025/11/1 6:10,0,0,0,0,0,0,0,6,10,5,Saturday,TRUE,0
2025/11/1 6:15,0,0,0,0,0,0,0,6,15,5,Saturday,TRUE,0
2025/11/1 6:20,0,0,0,0,0,0,0,6,20,5,Saturday,TRUE,0
2025/11/1 6:25,0,0,0,0,0,0,0,6,25,5,Saturday,TRUE,0
2025/11/1 6:30,0,0,0,0,0,0,0,6,30,5,Saturday,TRUE,0
2025/11/1 6:35,0,0,0,0,0,0,0,6,35,5,Saturday,TRUE,0
2025/11/1 6:40,1,0,1,1,1,2,0,6,40,5,Saturday,TRUE,2
2025/11/1 6:45,0,0,0,0,0,0,0,6,45,5,Saturday,TRUE,0
2025/11/1 6:50,0,0,0,0,0,0,0,6,50,5,Saturday,TRUE,0
2025/11/1 6:55,1,0,2,1,0,2,0,6,55,5,Saturday,TRUE,3
2025/11/1 7:00,0,0,0,1,2,2,0,7,0,5,Saturday,TRUE,0
2025/11/1 7:05,0,0,0,0,0,0,0,7,5,5,Saturday,TRUE,0
2025/11/1 7:10,0,0,0,0,0,0,0,7,10,5,Saturday,TRUE,0
2025/11/1 7:15,0,0,0,0,0,0,0,7,15,5,Saturday,TRUE,0
2025/11/1 7:20,0,0,0,0,0,0,0,7,20,5,Saturday,TRUE,0
2025/11/1 7:25,1,0,1,3,3,2,0,7,25,5,Saturday,TRUE,2
2025/11/1 7:30,4,0,5,3,3,7,0,7,30,5,Saturday,TRUE,9
2025/11/1 7:35,5,0,5,2,5,10,0,7,35,5,Saturday,TRUE,10
2025/11/1 7:40,8,0,7,5,7,12,0,7,40,5,Saturday,TRUE,15
2025/11/1 7:45,8,1,13,7,11,20,0,7,45,5,Saturday,TRUE,22
2025/11/1 7:50,4,0,4,5,6,9,0,7,50,5,Saturday,TRUE,8
2025/11/1 7:55,3,0,4,1,1,6,0,7,55,5,Saturday,TRUE,7
2025/11/1 8:00,0,1,1,1,2,2,0,8,0,5,Saturday,TRUE,2
2025/11/1 8:05,3,0,4,7,6,7,0,8,5,5,Saturday,TRUE,7
2025/11/1 8:10,0,1,1,1,1,2,0,8,10,5,Saturday,TRUE,2
2025/11/1 8:15,0,1,1,1,1,2,0,8,15,5,Saturday,TRUE,2
2025/11/1 8:20,0,0,0,0,0,0,0,8,20,5,Saturday,TRUE,0
2025/11/1 8:25,0,2,2,2,1,4,0,8,25,5,Saturday,TRUE,4
2025/11/1 8:30,2,1,3,3,3,3,0,8,30,5,Saturday,TRUE,6
2025/11/1 8:35,1,1,2,5,6,5,0,8,35,5,Saturday,TRUE,4
2025/11/1 8:40,0,2,2,4,4,4,0,8,40,5,Saturday,TRUE,4
2025/11/1 8:45,3,1,4,4,4,4,0,8,45,5,Saturday,TRUE,8
2025/11/1 8:50,1,3,3,6,5,9,0,8,50,5,Saturday,TRUE,7
2025/11/1 8:55,0,1,1,1,1,1,0,8,55,5,Saturday,TRUE,2
2025/11/1 9:00,1,1,2,3,4,4,0,9,0,5,Saturday,TRUE,4
2025/11/1 9:05,0,0,0,0,0,0,0,9,5,5,Saturday,TRUE,0
2025/11/1 9:10,3,0,3,7,7,5,0,9,10,5,Saturday,TRUE,6
2025/11/1 9:15,1,4,6,7,6,10,0,9,15,5,Saturday,TRUE,11
2025/11/1 9:20,3,4,7,3,5,8,0,9,20,5,Saturday,TRUE,14
2025/11/1 9:25,0,3,6,11,9,9,0,9,25,5,Saturday,TRUE,9
2025/11/1 9:30,2,1,3,9,10,5,0,9,30,5,Saturday,TRUE,6
2025/11/1 9:35,2,1,3,11,8,4,0,9,35,5,Saturday,TRUE,6
2025/11/1 9:40,1,0,1,0,3,2,0,9,40,5,Saturday,TRUE,2
2025/11/1 9:45,1,1,2,4,5,3,0,9,45,5,Saturday,TRUE,4
2025/11/1 9:50,2,2,3,7,5,4,0,9,50,5,Saturday,TRUE,7
2025/11/1 9:55,5,5,9,11,11,19,0,9,55,5,Saturday,TRUE,19
2025/11/1 10:00,6,3,3,7,8,11,0,10,0,5,Saturday,TRUE,12
2025/11/1 10:05,3,1,2,4,4,5,0,10,5,5,Saturday,TRUE,6
2025/11/1 10:10,3,0,2,7,7,4,0,10,10,5,Saturday,TRUE,5
2025/11/1 10:15,2,0,1,1,1,2,0,10,15,5,Saturday,TRUE,3
2025/11/1 10:20,1,1,1,1,0,1,0,10,20,5,Saturday,TRUE,3
2025/11/1 10:25,6,3,5,7,6,10,0,10,25,5,Saturday,TRUE,14
2025/11/1 10:30,8,1,5,8,7,10,0,10,30,5,Saturday,TRUE,14
2025/11/1 10:35,8,2,3,7,4,11,0,10,35,5,Saturday,TRUE,13
2025/11/1 10:40,4,2,2,4,7,7,0,10,40,5,Saturday,TRUE,8
2025/11/1 10:45,5,2,3,9,8,9,0,10,45,5,Saturday,TRUE,10
2025/11/1 10:50,3,1,2,3,2,3,0,10,50,5,Saturday,TRUE,6
2025/11/1 10:55,5,1,2,2,3,6,0,10,55,5,Saturday,TRUE,8
2025/11/1 11:00,0,1,1,1,1,3,0,11,0,5,Saturday,TRUE,2
2025/11/1 11:05,1,1,2,2,2,4,0,11,5,5,Saturday,TRUE,4
2025/11/1 11:10,0,1,1,1,1,2,0,11,10,5,Saturday,TRUE,2
2025/11/1 11:15,1,1,2,2,2,3,0,11,15,5,Saturday,TRUE,4
2025/11/1 11:20,0,1,1,3,3,2,0,11,20,5,Saturday,TRUE,2
2025/11/1 11:25,1,3,4,11,5,8,0,11,25,5,Saturday,TRUE,8
2025/11/1 11:30,0,2,2,5,11,4,0,11,30,5,Saturday,TRUE,4
2025/11/1 11:35,0,2,2,1,0,3,0,11,35,5,Saturday,TRUE,4
2025/11/1 11:40,0,1,1,3,4,6,0,11,40,5,Saturday,TRUE,2
2025/11/1 11:45,2,0,1,1,1,3,0,11,45,5,Saturday,TRUE,3
2025/11/1 11:50,0,0,0,0,0,0,0,11,50,5,Saturday,TRUE,0
2025/11/1 11:55,0,2,2,1,1,3,0,11,55,5,Saturday,TRUE,4
2025/11/1 12:00,0,2,2,4,2,6,0,12,0,5,Saturday,TRUE,4
2025/11/1 12:05,0,0,0,0,1,0,0,12,5,5,Saturday,TRUE,0
2025/11/1 12:10,0,2,2,3,2,5,0,12,10,5,Saturday,TRUE,4
2025/11/1 12:15,4,0,3,7,5,7,0,12,15,5,Saturday,TRUE,7
2025/11/1 12:20,0,0,0,0,0,0,0,12,20,5,Saturday,TRUE,0
2025/11/1 12:25,0,0,0,0,0,0,0,12,25,5,Saturday,TRUE,0
2025/11/1 12:30,0,1,0,0,0,0,0,12,30,5,Saturday,TRUE,1
2025/11/1 12:35,2,1,3,5,3,6,0,12,35,5,Saturday,TRUE,6
2025/11/1 12:40,1,0,1,1,1,2,0,12,40,5,Saturday,TRUE,2
2025/11/1 12:45,2,0,1,2,2,3,0,12,45,5,Saturday,TRUE,3
2025/11/1 12:50,1,0,1,1,1,2,0,12,50,5,Saturday,TRUE,2
2025/11/1 12:55,0,1,1,4,4,2,0,12,55,5,Saturday,TRUE,2
2025/11/1 13:00,2,0,2,5,4,4,0,13,0,5,Saturday,TRUE,4
2025/11/1 13:05,0,2,2,4,4,4,0,13,5,5,Saturday,TRUE,4
2025/11/1 13:10,1,2,3,5,5,6,0,13,10,5,Saturday,TRUE,6
2025/11/1 13:15,2,0,2,4,4,4,0,13,15,5,Saturday,TRUE,4
2025/11/1 13:20,3,2,4,9,8,8,0,13,20,5,Saturday,TRUE,9
2025/11/1 13:25,1,2,3,3,3,5,0,13,25,5,Saturday,TRUE,6
2025/11/1 13:30,1,2,3,5,3,6,0,13,30,5,Saturday,TRUE,6
2025/11/1 13:35,8,1,5,9,11,10,0,13,35,5,Saturday,TRUE,14
2025/11/1 13:40,3,5,4,9,9,8,0,13,40,5,Saturday,TRUE,12
2025/11/1 13:45,9,3,8,11,9,15,0,13,45,5,Saturday,TRUE,20
2025/11/1 13:50,5,1,3,4,6,6,0,13,50,5,Saturday,TRUE,9
2025/11/1 13:55,13,3,8,13,14,17,0,13,55,5,Saturday,TRUE,24
2025/11/1 14:00,2,1,1,3,3,4,3,14,0,5,Saturday,TRUE,4
2025/11/1 14:05,4,2,4,8,6,7,0,14,5,5,Saturday,TRUE,10
2025/11/1 14:10,1,0,0,1,2,2,0,14,10,5,Saturday,TRUE,1
2025/11/1 14:15,4,3,4,4,4,8,0,14,15,5,Saturday,TRUE,11
2025/11/1 14:20,4,2,4,6,5,7,0,14,20,5,Saturday,TRUE,10
2025/11/1 14:25,1,1,2,2,1,4,0,14,25,5,Saturday,TRUE,4
2025/11/1 14:30,1,1,1,4,5,2,0,14,30,5,Saturday,TRUE,3
2025/11/1 14:35,0,1,2,1,2,4,3,14,35,5,Saturday,TRUE,3
2025/11/1 14:40,1,0,1,1,0,1,0,14,40,5,Saturday,TRUE,2
2025/11/1 14:45,0,1,1,1,1,2,0,14,45,5,Saturday,TRUE,2
2025/11/1 14:50,1,0,2,10,9,3,0,14,50,5,Saturday,TRUE,3
2025/11/1 14:55,0,0,0,0,0,0,0,14,55,5,Saturday,TRUE,0
2025/11/1 15:00,1,2,4,4,4,5,0,15,0,5,Saturday,TRUE,7
2025/11/1 15:05,1,0,1,4,5,3,0,15,5,5,Saturday,TRUE,2
2025/11/1 15:10,0,0,0,0,0,0,0,15,10,5,Saturday,TRUE,0
2025/11/1 15:15,0,1,1,1,0,1,0,15,15,5,Saturday,TRUE,2
2025/11/1 15:20,0,0,0,0,2,1,0,15,20,5,Saturday,TRUE,0
2025/11/1 15:25,0,0,0,0,0,0,0,15,25,5,Saturday,TRUE,0
2025/11/1 15:30,1,2,3,5,4,5,0,15,30,5,Saturday,TRUE,6
2025/11/1 15:35,3,2,5,10,5,8,0,15,35,5,Saturday,TRUE,10
2025/11/1 15:40,0,1,1,2,4,2,0,15,40,5,Saturday,TRUE,2
2025/11/1 15:45,1,1,2,4,4,3,0,15,45,5,Saturday,TRUE,4
2025/11/1 15:50,3,1,5,5,4,6,0,15,50,5,Saturday,TRUE,9
2025/11/1 15:55,1,2,3,9,10,8,0,15,55,5,Saturday,TRUE,6
2025/11/1 16:00,3,0,3,8,7,6,0,16,0,5,Saturday,TRUE,6
2025/11/1 16:05,7,1,6,12,11,11,0,16,5,5,Saturday,TRUE,14
2025/11/1 16:10,1,3,3,6,7,6,0,16,10,5,Saturday,TRUE,7
2025/11/1 16:15,1,0,1,2,1,2,0,16,15,5,Saturday,TRUE,2
2025/11/1 16:20,4,0,6,3,3,7,0,16,20,5,Saturday,TRUE,10
2025/11/1 16:25,2,1,3,10,8,8,0,16,25,5,Saturday,TRUE,6
2025/11/1 16:30,1,0,1,4,4,2,0,16,30,5,Saturday,TRUE,2
2025/11/1 16:35,5,1,5,10,11,10,0,16,35,5,Saturday,TRUE,11
2025/11/1 16:40,0,3,3,7,6,6,0,16,40,5,Saturday,TRUE,6
2025/11/1 16:45,2,3,4,6,6,7,0,16,45,5,Saturday,TRUE,9
2025/11/1 16:50,2,3,4,12,9,9,0,16,50,5,Saturday,TRUE,9
2025/11/1 16:55,0,1,2,2,3,4,0,16,55,5,Saturday,TRUE,3
2025/11/1 17:00,0,1,1,0,0,1,0,17,0,5,Saturday,TRUE,2
2025/11/1 17:05,0,2,2,5,5,5,0,17,5,5,Saturday,TRUE,4
2025/11/1 17:10,0,0,0,0,0,0,0,17,10,5,Saturday,TRUE,0
2025/11/1 17:15,1,1,2,1,1,1,0,17,15,5,Saturday,TRUE,4
2025/11/1 17:20,1,0,1,2,2,4,0,17,20,5,Saturday,TRUE,2
2025/11/1 17:25,0,0,0,0,0,0,0,17,25,5,Saturday,TRUE,0
2025/11/1 17:30,1,0,0,0,0,0,0,17,30,5,Saturday,TRUE,1
2025/11/1 17:35,1,0,2,2,2,5,0,17,35,5,Saturday,TRUE,3
2025/11/1 17:40,1,1,2,2,3,5,0,17,40,5,Saturday,TRUE,4
2025/11/1 17:45,0,1,1,2,1,4,0,17,45,5,Saturday,TRUE,2
2025/11/1 17:50,1,1,2,2,1,3,0,17,50,5,Saturday,TRUE,4
2025/11/1 17:55,0,1,1,3,4,4,0,17,55,5,Saturday,TRUE,2
2025/11/1 18:00,0,0,0,0,0,0,0,18,0,5,Saturday,TRUE,0
2025/11/1 18:05,0,1,1,1,1,3,0,18,5,5,Saturday,TRUE,2
2025/11/1 18:10,0,0,0,0,0,0,0,18,10,5,Saturday,TRUE,0
2025/11/1 18:15,0,1,1,1,1,3,0,18,15,5,Saturday,TRUE,2
2025/11/1 18:20,1,1,2,2,2,6,0,18,20,5,Saturday,TRUE,4
2025/11/1 18:25,0,1,1,1,1,3,0,18,25,5,Saturday,TRUE,2
2025/11/1 18:30,0,2,2,3,2,4,0,18,30,5,Saturday,TRUE,4
2025/11/1 18:35,1,1,2,3,2,4,0,18,35,5,Saturday,TRUE,4
2025/11/1 18:40,4,0,4,6,5,7,0,18,40,5,Saturday,TRUE,8
2025/11/1 18:45,1,0,1,1,2,2,0,18,45,5,Saturday,TRUE,2
2025/11/1 18:50,0,1,1,2,1,3,0,18,50,5,Saturday,TRUE,2
2025/11/1 18:55,1,0,1,1,1,2,0,18,55,5,Saturday,TRUE,2
2025/11/1 19:00,0,0,0,0,0,0,0,19,0,5,Saturday,TRUE,0
2025/11/1 19:05,0,0,0,0,0,0,0,19,5,5,Saturday,TRUE,0
2025/11/1 19:10,0,0,0,0,0,0,0,19,10,5,Saturday,TRUE,0
2025/11/1 19:15,0,0,0,0,0,0,0,19,15,5,Saturday,TRUE,0
2025/11/1 19:20,0,1,1,2,1,2,0,19,20,5,Saturday,TRUE,2
2025/11/1 19:25,0,0,0,0,0,0,0,19,25,5,Saturday,TRUE,0
2025/11/1 19:30,0,0,0,0,0,0,0,19,30,5,Saturday,TRUE,0
2025/11/1 19:35,2,0,1,1,1,2,0,19,35,5,Saturday,TRUE,3
2025/11/1 19:40,1,1,2,4,3,5,0,19,40,5,Saturday,TRUE,4
2025/11/1 19:45,0,1,1,3,0,2,0,19,45,5,Saturday,TRUE,2
2025/11/1 19:50,0,0,0,0,3,0,0,19,50,5,Saturday,TRUE,0
2025/11/1 19:55,0,0,0,0,0,0,0,19,55,5,Saturday,TRUE,0
2025/11/1 20:00,0,0,0,0,0,0,0,20,0,5,Saturday,TRUE,0
2025/11/1 20:05,0,0,0,0,0,0,0,20,5,5,Saturday,TRUE,0
2025/11/1 20:10,0,0,0,0,0,0,0,20,10,5,Saturday,TRUE,0
2025/11/1 20:15,0,1,1,1,1,1,0,20,15,5,Saturday,TRUE,2
2025/11/1 20:20,1,0,1,2,2,3,0,20,20,5,Saturday,TRUE,2
2025/11/1 20:25,0,0,0,0,0,0,0,20,25,5,Saturday,TRUE,0
2025/11/1 20:30,0,0,0,0,0,0,0,20,30,5,Saturday,TRUE,0
2025/11/1 20:35,0,0,0,0,0,0,0,20,35,5,Saturday,TRUE,0
2025/11/1 20:40,0,0,0,0,0,0,0,20,40,5,Saturday,TRUE,0
2025/11/1 20:45,0,0,0,0,0,0,0,20,45,5,Saturday,TRUE,0
2025/11/1 20:50,2,0,1,2,0,2,0,20,50,5,Saturday,TRUE,3
2025/11/1 20:55,0,1,1,2,5,3,0,20,55,5,Saturday,TRUE,2
2025/11/1 21:00,0,0,0,0,0,1,0,21,0,5,Saturday,TRUE,0
2025/11/1 21:05,0,0,0,0,0,0,0,21,5,5,Saturday,TRUE,0
2025/11/1 21:10,0,0,0,0,0,0,0,21,10,5,Saturday,TRUE,0
2025/11/1 21:15,0,0,0,0,0,0,0,21,15,5,Saturday,TRUE,0
2025/11/1 21:20,0,0,0,0,0,0,0,21,20,5,Saturday,TRUE,0
2025/11/1 21:25,2,1,2,6,8,6,0,21,25,5,Saturday,TRUE,5
2025/11/1 21:30,0,0,0,0,0,0,0,21,30,5,Saturday,TRUE,0
2025/11/1 21:35,0,1,1,2,3,3,0,21,35,5,Saturday,TRUE,2
2025/11/1 21:40,0,0,0,0,0,0,0,21,40,5,Saturday,TRUE,0
2025/11/1 21:45,0,0,0,0,0,0,0,21,45,5,Saturday,TRUE,0
2025/11/1 21:50,0,0,0,0,0,0,0,21,50,5,Saturday,TRUE,0
2025/11/1 21:55,0,0,0,0,0,0,0,21,55,5,Saturday,TRUE,0
2025/11/1 22:00,0,1,1,3,4,2,0,22,0,5,Saturday,TRUE,2
2025/11/1 22:05,2,0,1,0,0,0,0,22,5,5,Saturday,TRUE,3
2025/11/1 22:10,1,2,3,6,7,9,0,22,10,5,Saturday,TRUE,6
2025/11/1 22:15,0,1,1,3,0,1,0,22,15,5,Saturday,TRUE,2
2025/11/1 22:20,0,0,0,0,2,2,0,22,20,5,Saturday,TRUE,0
2025/11/1 22:25,0,0,0,0,0,0,0,22,25,5,Saturday,TRUE,0
2025/11/1 22:30,0,0,0,0,0,0,0,22,30,5,Saturday,TRUE,0
2025/11/1 22:35,0,0,0,0,0,0,0,22,35,5,Saturday,TRUE,0
2025/11/1 22:40,0,0,0,0,0,0,0,22,40,5,Saturday,TRUE,0
2025/11/1 22:45,0,0,0,0,0,0,0,22,45,5,Saturday,TRUE,0
2025/11/1 22:50,0,0,0,0,0,0,0,22,50,5,Saturday,TRUE,0
2025/11/1 22:55,0,0,0,0,0,0,0,22,55,5,Saturday,TRUE,0
2025/11/1 23:00,0,0,0,0,0,0,0,23,0,5,Saturday,TRUE,0
2025/11/1 23:05,0,0,0,0,0,0,0,23,5,5,Saturday,TRUE,0
2025/11/1 23:10,0,0,0,0,0,0,0,23,10,5,Saturday,TRUE,0
2025/11/1 23:15,0,0,0,0,0,0,0,23,15,5,Saturday,TRUE,0
2025/11/1 23:20,0,0,0,0,0,0,0,23,20,5,Saturday,TRUE,0
2025/11/1 23:25,0,0,0,0,0,0,0,23,25,5,Saturday,TRUE,0
2025/11/1 23:30,0,0,0,0,0,0,0,23,30,5,Saturday,TRUE,0
2025/11/1 23:35,0,0,0,0,0,0,0,23,35,5,Saturday,TRUE,0
2025/11/1 23:40,0,0,0,0,0,0,0,23,40,5,Saturday,TRUE,0
2025/11/1 23:45,0,0,0,0,0,0,0,23,45,5,Saturday,TRUE,0
2025/11/1 23:50,0,0,0,0,0,0,0,23,50,5,Saturday,TRUE,0
2025/11/1 23:55,0,0,0,0,0,0,0,23,55,5,Saturday,TRUE,0
2025/11/2 0:00,0,0,0,0,0,0,0,0,0,6,Sunday,TRUE,0
2025/11/2 0:05,0,0,0,0,0,0,0,0,5,6,Sunday,TRUE,0
2025/11/2 0:10,0,0,0,0,0,0,0,0,10,6,Sunday,TRUE,0
2025/11/2 0:15,0,0,0,0,0,0,0,0,15,6,Sunday,TRUE,0
2025/11/2 0:20,0,1,1,2,2,3,0,0,20,6,Sunday,TRUE,2
2025/11/2 0:25,0,0,0,0,0,0,0,0,25,6,Sunday,TRUE,0
2025/11/2 0:30,0,0,0,0,0,0,0,0,30,6,Sunday,TRUE,0
2025/11/2 0:35,0,0,0,0,0,0,0,0,35,6,Sunday,TRUE,0
2025/11/2 0:40,0,0,0,0,0,0,0,0,40,6,Sunday,TRUE,0
2025/11/2 0:45,0,0,0,0,0,0,0,0,45,6,Sunday,TRUE,0
2025/11/2 0:50,0,0,0,0,0,0,0,0,50,6,Sunday,TRUE,0
2025/11/2 0:55,0,0,0,0,0,0,0,0,55,6,Sunday,TRUE,0
2025/11/2 1:00,0,0,0,0,0,0,0,1,0,6,Sunday,TRUE,0
2025/11/2 1:05,0,0,0,0,0,0,0,1,5,6,Sunday,TRUE,0
2025/11/2 1:10,0,0,0,0,0,0,0,1,10,6,Sunday,TRUE,0
2025/11/2 1:15,0,0,0,0,0,0,0,1,15,6,Sunday,TRUE,0
2025/11/2 1:20,0,0,0,0,0,0,0,1,20,6,Sunday,TRUE,0
2025/11/2 1:25,0,0,0,0,0,0,0,1,25,6,Sunday,TRUE,0
2025/11/2 1:30,0,0,0,0,0,0,0,1,30,6,Sunday,TRUE,0
2025/11/2 1:35,0,0,0,0,0,0,0,1,35,6,Sunday,TRUE,0
2025/11/2 1:40,0,0,0,0,0,0,0,1,40,6,Sunday,TRUE,0
2025/11/2 1:45,0,0,0,0,0,0,0,1,45,6,Sunday,TRUE,0
2025/11/2 1:50,0,0,0,0,0,0,0,1,50,6,Sunday,TRUE,0
2025/11/2 1:55,0,0,0,0,0,0,0,1,55,6,Sunday,TRUE,0
2025/11/2 2:00,0,0,0,0,0,0,0,2,0,6,Sunday,TRUE,0
2025/11/2 2:05,0,0,0,0,0,0,0,2,5,6,Sunday,TRUE,0
2025/11/2 2:10,0,0,0,0,0,0,0,2,10,6,Sunday,TRUE,0
2025/11/2 2:15,0,0,0,0,0,0,0,2,15,6,Sunday,TRUE,0
2025/11/2 2:20,0,0,0,0,0,0,0,2,20,6,Sunday,TRUE,0
2025/11/2 2:25,0,0,0,0,0,0,0,2,25,6,Sunday,TRUE,0
2025/11/2 2:30,0,0,0,0,0,0,0,2,30,6,Sunday,TRUE,0
2025/11/2 2:35,0,0,0,0,0,0,0,2,35,6,Sunday,TRUE,0
2025/11/2 2:40,0,0,0,0,0,0,0,2,40,6,Sunday,TRUE,0
2025/11/2 2:45,0,0,0,0,0,0,0,2,45,6,Sunday,TRUE,0
2025/11/2 2:50,0,0,0,0,0,0,0,2,50,6,Sunday,TRUE,0
2025/11/2 2:55,0,0,0,0,0,0,0,2,55,6,Sunday,TRUE,0
